date,away_team,home_team,away_score,home_score,winner,final_score,total_goals
2023-10-10,Predators,Lightning,3,5,home,3-5,8
2023-10-11,Blackhawks,Penguins,4,2,away,4-2,6
2023-10-11,Kraken,Golden Knights,1,4,home,1-4,5
2023-10-11,Senators,Hurricanes,3,5,home,3-5,8
2023-10-11,Canadiens,Maple Leafs,5,6,home,5-6,11
2023-10-11,Blackhawks,Bruins,1,3,home,1-3,4
2023-10-12,Jets,Flames,3,5,home,3-5,8
2023-10-12,Avalanche,Kings,5,2,away,5-2,7
2023-10-12,Oilers,Canucks,1,8,home,1-8,9
2023-10-12,Rangers,Sabres,5,1,away,5-1,6
2023-10-12,Flyers,Blue Jackets,4,2,away,4-2,6
2023-10-12,Red Wings,Devils,3,4,home,3-4,7
2023-10-13,Blues,Stars,1,2,home,1-2,3
2023-10-13,Panthers,Wild,0,2,home,0-2,2
2023-10-13,Kraken,Predators,0,3,home,0-3,3
2023-10-13,Golden Knights,Sharks,4,1,away,4-1,5
2023-10-13,Coyotes,Devils,4,3,away,4-3,7
2023-10-13,Penguins,Capitals,4,0,away,4-0,4
2023-10-14,Flyers,Senators,2,5,home,2-5,7
2023-10-14,Panthers,Jets,4,6,home,4-6,10
2023-10-14,Predators,Bruins,2,3,home,2-3,5
2023-10-14,Rangers,Blue Jackets,3,5,home,3-5,8
2023-10-14,Lightning,Red Wings,4,6,home,4-6,10
2023-10-14,Blackhawks,Canadiens,2,3,home,2-3,5
2023-10-14,Flames,Penguins,2,5,home,2-5,7
2023-10-14,Wild,Maple Leafs,4,7,home,4-7,11
2023-10-14,Sabres,Islanders,2,3,home,2-3,5
2023-10-15,Kraken,Blues,1,2,home,1-2,3
2023-10-15,Canucks,Oilers,4,3,away,4-3,7
2023-10-15,Avalanche,Sharks,2,1,away,2-1,3
2023-10-15,Ducks,Golden Knights,1,4,home,1-4,5
2023-10-15,Hurricanes,Kings,6,5,away,6-5,11
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-11,Senators,Hurricanes,3,5,home,3-5,8
2023-10-11,Canadiens,Maple Leafs,5,6,home,5-6,11
2023-10-11,Blackhawks,Bruins,1,3,home,1-3,4
2023-10-12,Jets,Flames,3,5,home,3-5,8
2023-10-12,Avalanche,Kings,5,2,away,5-2,7
2023-10-12,Oilers,Canucks,1,8,home,1-8,9
2023-10-12,Rangers,Sabres,5,1,away,5-1,6
2023-10-12,Flyers,Blue Jackets,4,2,away,4-2,6
2023-10-12,Red Wings,Devils,3,4,home,3-4,7
2023-10-13,Blues,Stars,1,2,home,1-2,3
2023-10-13,Panthers,Wild,0,2,home,0-2,2
2023-10-13,Kraken,Predators,0,3,home,0-3,3
2023-10-13,Golden Knights,Sharks,4,1,away,4-1,5
2023-10-13,Coyotes,Devils,4,3,away,4-3,7
2023-10-13,Penguins,Capitals,4,0,away,4-0,4
2023-10-14,Flyers,Senators,2,5,home,2-5,7
2023-10-14,Panthers,Jets,4,6,home,4-6,10
2023-10-14,Predators,Bruins,2,3,home,2-3,5
2023-10-14,Rangers,Blue Jackets,3,5,home,3-5,8
2023-10-14,Lightning,Red Wings,4,6,home,4-6,10
2023-10-14,Blackhawks,Canadiens,2,3,home,2-3,5
2023-10-14,Flames,Penguins,2,5,home,2-5,7
2023-10-14,Wild,Maple Leafs,4,7,home,4-7,11
2023-10-14,Sabres,Islanders,2,3,home,2-3,5
2023-10-15,Kraken,Blues,1,2,home,1-2,3
2023-10-15,Canucks,Oilers,4,3,away,4-3,7
2023-10-15,Avalanche,Sharks,2,1,away,2-1,3
2023-10-15,Ducks,Golden Knights,1,4,home,1-4,5
2023-10-15,Hurricanes,Kings,6,5,away,6-5,11
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-12,Rangers,Sabres,5,1,away,5-1,6
2023-10-12,Flyers,Blue Jackets,4,2,away,4-2,6
2023-10-12,Red Wings,Devils,3,4,home,3-4,7
2023-10-13,Blues,Stars,1,2,home,1-2,3
2023-10-13,Panthers,Wild,0,2,home,0-2,2
2023-10-13,Kraken,Predators,0,3,home,0-3,3
2023-10-13,Golden Knights,Sharks,4,1,away,4-1,5
2023-10-13,Coyotes,Devils,4,3,away,4-3,7
2023-10-13,Penguins,Capitals,4,0,away,4-0,4
2023-10-14,Flyers,Senators,2,5,home,2-5,7
2023-10-14,Panthers,Jets,4,6,home,4-6,10
2023-10-14,Predators,Bruins,2,3,home,2-3,5
2023-10-14,Rangers,Blue Jackets,3,5,home,3-5,8
2023-10-14,Lightning,Red Wings,4,6,home,4-6,10
2023-10-14,Blackhawks,Canadiens,2,3,home,2-3,5
2023-10-14,Flames,Penguins,2,5,home,2-5,7
2023-10-14,Wild,Maple Leafs,4,7,home,4-7,11
2023-10-14,Sabres,Islanders,2,3,home,2-3,5
2023-10-15,Kraken,Blues,1,2,home,1-2,3
2023-10-15,Canucks,Oilers,4,3,away,4-3,7
2023-10-15,Avalanche,Sharks,2,1,away,2-1,3
2023-10-15,Ducks,Golden Knights,1,4,home,1-4,5
2023-10-15,Hurricanes,Kings,6,5,away,6-5,11
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-13,Coyotes,Devils,4,3,away,4-3,7
2023-10-13,Penguins,Capitals,4,0,away,4-0,4
2023-10-14,Flyers,Senators,2,5,home,2-5,7
2023-10-14,Panthers,Jets,4,6,home,4-6,10
2023-10-14,Predators,Bruins,2,3,home,2-3,5
2023-10-14,Rangers,Blue Jackets,3,5,home,3-5,8
2023-10-14,Lightning,Red Wings,4,6,home,4-6,10
2023-10-14,Blackhawks,Canadiens,2,3,home,2-3,5
2023-10-14,Flames,Penguins,2,5,home,2-5,7
2023-10-14,Wild,Maple Leafs,4,7,home,4-7,11
2023-10-14,Sabres,Islanders,2,3,home,2-3,5
2023-10-15,Kraken,Blues,1,2,home,1-2,3
2023-10-15,Canucks,Oilers,4,3,away,4-3,7
2023-10-15,Avalanche,Sharks,2,1,away,2-1,3
2023-10-15,Ducks,Golden Knights,1,4,home,1-4,5
2023-10-15,Hurricanes,Kings,6,5,away,6-5,11
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-14,Flyers,Senators,2,5,home,2-5,7
2023-10-14,Panthers,Jets,4,6,home,4-6,10
2023-10-14,Predators,Bruins,2,3,home,2-3,5
2023-10-14,Rangers,Blue Jackets,3,5,home,3-5,8
2023-10-14,Lightning,Red Wings,4,6,home,4-6,10
2023-10-14,Blackhawks,Canadiens,2,3,home,2-3,5
2023-10-14,Flames,Penguins,2,5,home,2-5,7
2023-10-14,Wild,Maple Leafs,4,7,home,4-7,11
2023-10-14,Sabres,Islanders,2,3,home,2-3,5
2023-10-15,Kraken,Blues,1,2,home,1-2,3
2023-10-15,Canucks,Oilers,4,3,away,4-3,7
2023-10-15,Avalanche,Sharks,2,1,away,2-1,3
2023-10-15,Ducks,Golden Knights,1,4,home,1-4,5
2023-10-15,Hurricanes,Kings,6,5,away,6-5,11
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-15,Lightning,Senators,2,5,home,2-5,7
2023-10-16,Hurricanes,Ducks,3,6,home,3-6,9
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-16,Red Wings,Blue Jackets,4,0,away,4-0,4
2023-10-16,Panthers,Devils,4,3,away,4-3,7
2023-10-16,Coyotes,Rangers,1,2,home,1-2,3
2023-10-16,Blackhawks,Maple Leafs,4,1,away,4-1,5
2023-10-16,Flames,Capitals,2,3,home,2-3,5
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-22,Flames,Red Wings,2,6,home,2-6,8
2023-10-23,Bruins,Ducks,3,1,away,3-1,4
2023-10-17,Canucks,Flyers,0,2,home,0-2,2
2023-10-17,Wild,Canadiens,5,2,away,5-2,7
2023-10-17,Lightning,Sabres,2,3,home,2-3,5
2023-10-17,Coyotes,Islanders,0,1,home,0-1,1
2023-10-18,Oilers,Predators,6,1,away,6-1,7
2023-10-18,Kings,Jets,5,1,away,5-1,6
2023-10-18,Avalanche,Kraken,4,1,away,4-1,5
2023-10-18,Hurricanes,Sharks,6,3,away,6-3,9
2023-10-18,Stars,Golden Knights,2,3,home,2-3,5
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-22,Flames,Red Wings,2,6,home,2-6,8
2023-10-23,Bruins,Ducks,3,1,away,3-1,4
2023-10-23,Canadiens,Sabres,3,1,away,3-1,4
2023-10-18,Capitals,Senators,1,6,home,1-6,7
2023-10-18,Penguins,Red Wings,3,6,home,3-6,9
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-22,Flames,Red Wings,2,6,home,2-6,8
2023-10-23,Bruins,Ducks,3,1,away,3-1,4
2023-10-23,Canadiens,Sabres,3,1,away,3-1,4
2023-10-24,Maple Leafs,Capitals,4,1,away,4-1,5
2023-10-24,Sabres,Senators,6,4,away,6-4,10
2023-10-24,Hurricanes,Lightning,0,3,home,0-3,3
2023-10-24,Devils,Canadiens,5,2,away,5-2,7
2023-10-24,Stars,Penguins,4,1,away,4-1,5
2023-10-24,Sharks,Panthers,1,3,home,1-3,4
2023-10-25,Avalanche,Islanders,7,4,away,7-4,11
2023-10-25,Kraken,Red Wings,5,4,away,5-4,9
2023-10-25,Ducks,Blue Jackets,3,2,away,3-2,5
2023-10-25,Bruins,Blackhawks,3,0,away,3-0,3
2023-10-25,Blues,Jets,2,4,home,2-4,6
2023-10-25,Oilers,Wild,4,7,home,4-7,11
2023-10-25,Canucks,Predators,3,2,away,3-2,5
2023-10-25,Rangers,Flames,3,1,away,3-1,4
2023-10-25,Coyotes,Kings,3,6,home,3-6,9
2023-10-25,Flyers,Golden Knights,2,3,home,2-3,5
2023-10-19,Flames,Sabres,4,3,away,4-3,7
2023-10-19,Maple Leafs,Panthers,1,3,home,1-3,4
2023-10-19,Predators,Rangers,4,1,away,4-1,5
2023-10-19,Canucks,Lightning,3,4,home,3-4,7
2023-10-19,Oilers,Flyers,1,4,home,1-4,5
2023-10-20,Kings,Wild,7,3,away,7-3,10
2023-10-20,Coyotes,Blues,6,2,away,6-2,8
2023-10-20,Golden Knights,Jets,5,3,away,5-3,8
2023-10-20,Stars,Ducks,3,2,away,3-2,5
2023-10-20,Hurricanes,Kraken,4,7,home,4-7,11
2023-10-20,Blackhawks,Avalanche,0,4,home,0-4,4
2023-10-20,Bruins,Sharks,3,1,away,3-1,4
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-22,Flames,Red Wings,2,6,home,2-6,8
2023-10-23,Bruins,Ducks,3,1,away,3-1,4
2023-10-23,Canadiens,Sabres,3,1,away,3-1,4
2023-10-24,Maple Leafs,Capitals,4,1,away,4-1,5
2023-10-24,Sabres,Senators,6,4,away,6-4,10
2023-10-24,Hurricanes,Lightning,0,3,home,0-3,3
2023-10-24,Devils,Canadiens,5,2,away,5-2,7
2023-10-24,Stars,Penguins,4,1,away,4-1,5
2023-10-24,Sharks,Panthers,1,3,home,1-3,4
2023-10-25,Avalanche,Islanders,7,4,away,7-4,11
2023-10-25,Kraken,Red Wings,5,4,away,5-4,9
2023-10-25,Ducks,Blue Jackets,3,2,away,3-2,5
2023-10-25,Bruins,Blackhawks,3,0,away,3-0,3
2023-10-25,Blues,Jets,2,4,home,2-4,6
2023-10-25,Oilers,Wild,4,7,home,4-7,11
2023-10-25,Canucks,Predators,3,2,away,3-2,5
2023-10-25,Rangers,Flames,3,1,away,3-1,4
2023-10-25,Coyotes,Kings,3,6,home,3-6,9
2023-10-25,Flyers,Golden Knights,2,3,home,2-3,5
2023-10-25,Capitals,Devils,6,4,away,6-4,10
2023-10-20,Flames,Blue Jackets,1,3,home,1-3,4
2023-10-20,Devils,Islanders,5,4,away,5-4,9
2023-10-21,Red Wings,Senators,5,2,away,5-2,7
2023-10-21,Ducks,Coyotes,1,2,home,1-2,3
2023-10-21,Islanders,Sabres,1,3,home,1-3,4
2023-10-21,Canucks,Panthers,5,3,away,5-3,8
2023-10-21,Capitals,Canadiens,2,3,home,2-3,5
2023-10-21,Maple Leafs,Lightning,4,3,away,4-3,7
2023-10-22,Golden Knights,Blackhawks,5,3,away,5-3,8
2023-10-22,Flyers,Stars,4,5,home,4-5,9
2023-10-22,Blue Jackets,Wild,5,4,away,5-4,9
2023-10-22,Sharks,Predators,1,5,home,1-5,6
2023-10-22,Penguins,Blues,2,4,home,2-4,6
2023-10-22,Hurricanes,Avalanche,4,6,home,4-6,10
2023-10-22,Jets,Oilers,3,2,away,3-2,5
2023-10-22,Rangers,Kraken,4,1,away,4-1,5
2023-10-22,Bruins,Kings,4,2,away,4-2,6
2023-10-22,Flames,Red Wings,2,6,home,2-6,8
2023-10-23,Bruins,Ducks,3,1,away,3-1,4
2023-10-23,Canadiens,Sabres,3,1,away,3-1,4
